"","Cuant_Sinies","EDAD","ANTIGUEDAD","GENERO","INGRESOS","LONGITUD","LATITUD"
"3217",215.71,24,5,1,4089,-3.73598413132131,40.3941276320722
"3218",290.51,44,3,0,894,-3.42406941272784,40.597009577835
"3219",337.29,34,1,1,1190,-3.64713968543801,40.318900366826
"3220",399.95,50,3,1,2930,-3.79761698746588,40.3280148687074
"3221",321.29,64,2,1,867,-3.4819143782137,40.4512393303914
"3222",234.89,30,4,0,710,-3.75228860308416,40.4110465893056
"3223",261.94,23,4,0,2579,-3.80921086107846,40.5015457399888
"3224",339.01,43,4,0,2848,-3.59066797941923,40.4019364812877
"3225",383.76,53,1,1,687,-3.77064190767705,40.3487864418887
"3226",339.28,36,2,0,1511,-3.41444924867246,40.3733903759159
"3227",219.97,75,3,0,1076,-3.62683022718411,40.6900769193191
"3228",384.25,47,2,1,1186,-3.42503022481687,40.3551542923553
"3229",354.54,40,4,0,2311,-3.49275090356823,40.4093419568846
"3230",378.29,52,2,0,1063,-3.67324555476662,40.2523891005432
"3231",272.04,28,4,0,2117,-3.79814373850822,40.6754596445709
"3232",335.59,40,6,0,1688,-3.64020597769413,40.3093833937775
"3233",384.93,54,2,0,1120,-3.87003568417858,40.3344783721725
"3234",405.93,55,2,0,843,-3.71789308646694,40.4641957150772
"3235",370.32,49,3,0,1054,-3.71450155074708,40.6844789541094
"3236",377.1,56,0,0,1578,-3.53875342172105,40.5152394290082
"3237",434.6,46,3,0,9165,-3.42702210808638,40.2563726290129
"3238",320.53,61,2,1,834,-3.63653623613063,40.277325282502
"3239",447.72,57,0,0,763,-3.8589990634704,40.6152709838236
"3240",191.71,17,4,0,914,-3.41341655105352,40.6804071629187
"3241",322.13,36,1,1,963,-3.67064922929276,40.2921747437678
"3242",404.53,48,3,0,1074,-3.58545411119703,40.3976501677418
"3243",329.13,46,2,1,1374,-3.80953190054279,40.4056963616051
"3244",394.6,51,3,0,1014,-3.78300959358457,40.3004598215222
"3245",439.08,56,1,0,1101,-3.62964950243477,40.3732938861242
"3246",259.48,67,5,1,1139,-3.87596596099902,40.2606037611142
"3247",370.5,43,4,0,2499,-3.45276118929032,40.2815128821414
"3248",360.15,45,3,0,707,-3.63022936307825,40.4395206430228
"3249",348.52,49,4,0,1927,-3.43860263491515,40.3388466809876
"3250",341.56,61,5,0,1322,-3.44868101794273,40.4759937873343
"3251",322.26,38,3,0,531,-3.53265039073303,40.4167221615091
"3252",403.88,59,2,1,875,-3.72029923063237,40.3087431791239
"3253",369.22,46,3,0,1761,-3.77610839062836,40.2197658210527
"3254",295.49,26,4,0,2280,-3.87684461006429,40.2164004941471
"3255",278.69,35,3,0,2066,-3.46588792020921,40.5821517507313
"3256",276.13,34,4,0,584,-3.65464492780156,40.6697162135271
"3257",393.68,57,2,1,817,-3.67300275990274,40.3179255646421
"3258",255.88,31,3,0,2469,-3.64445149220992,40.5667093390832
"3259",399.21,41,2,0,3219,-3.47253750914242,40.3838370399782
"3260",323.88,39,3,0,811,-3.44295117058791,40.3019784884993
"3261",317.96,55,6,1,1135,-3.72131953747012,40.2339645635104
"3262",352.85,38,1,0,858,-3.81806514607742,40.2857631677063
"3263",324.69,33,2,0,812,-3.88926367575768,40.5247263466474
"3264",338.73,57,3,0,2241,-3.84944329303689,40.6834506297484
"3265",416.24,54,4,0,724,-3.64316634808201,40.228269758448
"3266",331.47,53,5,0,3082,-3.46255571066868,40.4643668837845
"3267",360.75,47,3,0,605,-3.4855256926734,40.4107804203406
"3268",275.09,49,3,1,1914,-3.61308791090269,40.5429038348841
"3269",275.89,40,1,1,921,-3.4588384635048,40.6883894945961
"3270",174.98,33,5,0,3940,-3.69856387281325,40.5078159824945
"3271",384.73,51,3,0,831,-3.54467374014202,40.2087683025049
"3272",363.05,56,3,1,1085,-3.7362139093224,40.627790606278
"3273",431.47,55,1,1,2140,-3.57873793269973,40.4676729059313
"3274",372.79,52,4,0,914,-3.60849958539475,40.255694833165
"3275",294.47,42,4,0,4500,-3.70217840371188,40.5753513256088
"3276",283.03,40,7,0,501,-3.72379467773717,40.6147657513386
"3277",218.48,19,2,0,2281,-3.59592011661734,40.607167442143
"3278",387.64,47,1,0,4424,-3.55186738152988,40.5188841890078
"3279",330.02,66,3,0,1159,-3.52074005720206,40.5141003808705
"3280",348.54,34,3,0,1698,-3.88401067650411,40.4933972249739
"3281",368,45,3,0,1592,-3.58737797427457,40.2061193917645
"3282",238.87,73,3,1,5577,-3.80850759472232,40.4988725129981
"3283",259.19,65,3,1,868,-3.60660996192601,40.4056523126084
"3284",367.09,46,1,0,1268,-3.53276586541906,40.2796798961237
"3285",216.53,10,5,1,725,-3.48602118690033,40.328306806786
"3286",404.74,30,2,0,911,-3.5565089256037,40.2299752748106
"3287",205.52,77,3,0,1388,-3.62668606473599,40.4808921433752
"3288",230.97,37,3,0,780,-3.63877987498417,40.5746843335684
"3289",214.42,26,2,1,966,-3.51352587561123,40.5305635262514
"3290",302.63,12,2,0,618,-3.7871444434626,40.378193756612
"3291",346.89,42,2,0,1214,-3.64534286302514,40.3922147489386
"3292",312.8,80,4,0,5621,-3.48158097672276,40.2171943914611
"3293",270.68,43,5,0,11190,-3.5416679660324,40.5201113434043
"3294",337.93,49,4,0,1468,-3.81667973902076,40.4217299535405
"3295",430.51,44,1,0,1137,-3.55820805588737,40.3944532921771
"3296",333.43,51,3,0,1069,-3.59315616379026,40.2795339188771
"3297",320.94,45,1,0,1273,-3.88648219020106,40.3748628348578
"3298",234.71,68,6,1,1443,-3.89296577391215,40.5720029711258
"3299",283.44,30,5,1,7976,-3.47390678336378,40.4278091142653
"3300",231.97,35,8,0,4785,-3.79217739691958,40.3876925464021
"3301",350.59,49,3,0,669,-3.60245083782356,40.5710593059659
"3302",295.69,47,3,0,2484,-3.61891674480867,40.6402941119624
"3303",363.67,60,5,1,12457,-3.49113156795502,40.4647078753216
"3304",335.84,40,3,1,1421,-3.56615712968633,40.3606348495698
"3305",309.81,31,3,1,909,-3.58687494716141,40.4717844190775
"3306",381.56,48,2,0,1385,-3.61155087009538,40.4715772424126
"3307",398.84,53,1,0,637,-3.83174559273757,40.5048525751801
"3308",140.2,22,6,1,955,-3.45042866314761,40.6986112522893
"3309",255.36,42,2,1,1224,-3.73470527164172,40.3940643887501
"3310",302.75,42,4,1,1526,-3.53746648351662,40.4001949354308
"3311",286.44,22,3,0,736,-3.57190512164962,40.5255400073249
"3312",298.11,30,2,0,2678,-3.85384504424874,40.5490626183338
"3313",371.17,64,5,0,1611,-3.440307224961,40.4060746423667
"3314",299.66,22,4,1,1952,-3.43246638528071,40.328138878732
"3315",434.05,50,2,1,6773,-3.41087906071916,40.3381541066803
"3316",385.69,37,4,0,974,-3.58040953285526,40.6693226709496
"3317",433.99,64,0,0,1042,-3.44295920184813,40.3867619664408
"3318",370.99,57,4,0,1903,-3.84345115579199,40.3116319717839
"3319",308.87,32,4,0,1462,-3.78495224376675,40.4786882255459
"3320",337.07,30,1,0,2034,-3.5334721139865,40.5248265385628
"3321",353.35,28,0,1,938,-3.53065947685391,40.4430628802395
"3322",250.7,30,6,0,1276,-3.87168994520325,40.5528597112745
"3323",263.27,45,5,1,2637,-3.77214851716999,40.2791418029694
"3324",291.65,35,3,0,1859,-3.86489867917262,40.4033980409615
"3325",253.27,28,4,0,1323,-3.40692340906244,40.4793139847927
"3326",391.35,48,1,1,689,-3.52886169296689,40.6259518182371
"3327",314.36,54,4,1,3005,-3.86593204105739,40.5562310433481
"3328",455.8,48,1,0,3484,-3.41262200355995,40.2084132221527
"3329",336.86,29,1,0,1592,-3.56059566417243,40.235070316284
"3330",238.07,24,2,1,1078,-3.66106425514445,40.3045244737761
"3331",263.85,44,4,0,1097,-3.51452003254089,40.5875300080981
"3332",317.09,40,2,0,1728,-3.54402295346372,40.3906966167735
"3333",293.67,38,1,0,783,-3.52858221237548,40.487321827258
"3334",276.47,24,3,0,2165,-3.86535160113126,40.4129271186423
"3335",297.66,69,2,1,1767,-3.75693615966011,40.3236430582358
"3336",427.54,43,3,0,1177,-3.58280269915704,40.2735035440885
"3337",367.46,44,5,1,6389,-3.74048764570616,40.4644056129502
"3338",393.35,57,3,0,1592,-3.82742133501451,40.4747655217536
"3339",328.95,40,2,0,690,-3.85975281787105,40.6961592239561
"3340",286.87,28,4,0,2858,-3.48529851981439,40.497119000461
"3341",332.78,50,2,1,2854,-3.58696530431043,40.290097908047
"3342",322.03,17,1,0,935,-3.60115842937957,40.4656273047905
"3343",412.52,48,4,0,1149,-3.63775267414749,40.3902239724295
"3344",281.3,36,6,0,2172,-3.70448156013153,40.3139538913267
"3345",296.52,64,2,0,1046,-3.41282173127402,40.5674354746472
"3346",368.09,51,3,0,2811,-3.8547270280309,40.4131818440976
"3347",387.09,54,2,0,778,-3.82252816283144,40.4341638123617
"3348",333.32,44,3,0,1603,-3.63824525566306,40.4844836686272
"3349",365.93,61,0,0,1059,-3.51279934470076,40.5670137843583
"3350",313.09,63,1,1,949,-3.79399076683912,40.5341571909841
"3351",331.19,32,1,0,1161,-3.60150553283747,40.4059813202359
"3352",314.48,48,3,1,1245,-3.78686352933291,40.5041559692938
"3353",319.49,21,2,0,1832,-3.42550581085961,40.2183653598651
"3354",338.52,51,3,0,1260,-3.89899775488302,40.407618142711
"3355",254.31,25,2,1,1101,-3.59793050945736,40.5794639565749
"3356",342.75,34,0,1,1063,-3.65196725863498,40.6736654304434
"3357",422.84,43,2,0,1686,-3.56091402270831,40.3177766452311
"3358",414.5,41,1,0,2612,-3.62499791916925,40.6792738097021
"3359",291.97,61,5,0,1372,-3.87401664045174,40.4718099517515
"3360",304.78,44,7,0,2243,-3.5724258720642,40.3155780485133
"3361",263.56,24,3,0,331,-3.58549019983038,40.2925859595882
"3362",361.31,50,2,0,1273,-3.78686120428611,40.3197368233698
"3363",317.35,47,1,1,1562,-3.54035552088171,40.6020428683143
"3364",285.14,28,5,1,1146,-3.69526207980234,40.2019825497875
"3365",431.6,61,3,0,882,-3.57229942558333,40.4679845093517
"3366",349.81,56,4,0,633,-3.81790384019259,40.6060946464306
"3367",323.1,62,4,0,1152,-3.53572182168718,40.5264347035438
"3368",375.31,60,1,1,1549,-3.62111310064793,40.332879168028
"3369",327.64,63,3,0,1100,-3.6009037079988,40.5151097081136
"3370",280.62,45,3,1,2460,-3.47114558271132,40.3897070900304
"3371",196.09,24,4,1,726,-3.87254526731558,40.5647250165232
"3372",391.62,64,2,0,2666,-3.6015000670217,40.2130557614611
"3373",194.98,69,5,0,1464,-3.51166111391503,40.598774183006
"3374",337.67,52,5,0,1117,-3.72467087032273,40.4905152804451
"3375",320.45,39,5,1,1295,-3.87608624666464,40.5113977984758
"3376",352.38,37,4,1,1430,-3.8539227031637,40.2356323020533
"3377",189.36,31,6,0,2785,-3.44849075921811,40.6332775413059
"3378",270.34,24,2,0,1330,-3.43956595470663,40.3087284750538
"3379",346.52,60,3,0,5361,-3.63302894341759,40.6542644190369
"3380",350.28,51,2,0,1087,-3.80569560567383,40.4085602796869
"3381",229.09,17,2,1,893,-3.45201454355847,40.2399554860778
"3382",381.27,54,2,0,2108,-3.57767218290828,40.6786291664932
"3383",234.72,64,7,0,1170,-3.44854007426184,40.5245273517678
"3384",291.47,47,4,0,3403,-3.46283940421417,40.6700166133698
"3385",330.71,44,5,0,3079,-3.48414684701711,40.5885010837112
"3386",290.39,51,4,1,860,-3.44759958572686,40.5858383715851
"3387",299.1,28,3,1,3867,-3.45779175797943,40.6906194093637
"3388",388.64,64,0,1,9627,-3.66811095664743,40.2547622721642
"3389",361.59,45,3,0,3018,-3.41154493179638,40.2638173079351
"3390",377.62,53,1,1,627,-3.58614648666698,40.6478565336904
"3391",364.36,48,2,1,1270,-3.79066482160706,40.4386660455959
"3392",287.86,45,5,0,1837,-3.61314198337495,40.3662611368811
"3393",363.3,54,2,1,1195,-3.75884335136507,40.4743685430614
"3394",397.23,42,1,0,1756,-3.67959560742602,40.3983900687192
"3395",357.83,41,3,0,993,-3.81093817155343,40.6761349897599
"3396",450.44,62,1,0,1152,-3.81973448230419,40.5475704662269
"3397",415.17,41,2,0,2692,-3.82758984409738,40.3138687051134
"3398",336.8,51,3,0,686,-3.73474289323203,40.5183507390786
"3399",315.18,45,3,0,555,-3.87657247353345,40.5664548641536
"3400",341.5,39,4,0,884,-3.44266630916391,40.5404962599743
"3401",303.06,26,1,1,557,-3.62165963368025,40.3225526207127
"3402",294.01,71,3,0,884,-3.49276569192298,40.6066099507036
"3403",244.82,27,2,1,475,-3.58397315498441,40.6567415687488
"3404",306.18,39,2,1,2546,-3.5225902363658,40.2219660333823
"3405",446.42,43,1,0,2950,-3.84210843846668,40.5799696869683
"3406",231.31,16,4,0,488,-3.7399934360059,40.4894854805199
"3407",323.33,53,4,0,3699,-3.77023433588911,40.3700654540909
"3408",281.13,68,4,0,7742,-3.5767180445604,40.3202675033128
"3409",326.93,50,2,1,3148,-3.49272994403727,40.4899596610805
"3410",231.45,72,2,0,4100,-3.50870446334593,40.5468938552542
"3411",374.93,43,0,0,1233,-3.69184101813007,40.4922781805974
"3412",278.55,20,3,1,3372,-3.89204906786326,40.607173337182
"3413",263.9,35,6,1,450,-3.77637145083863,40.5680313020013
"3414",434.19,51,4,0,4107,-3.59556921743788,40.4288327825954
"3415",315.21,64,4,1,1971,-3.66217212120537,40.6651770612691
"3416",241.75,59,4,0,1014,-3.54036421722267,40.5731411171611
"3417",300.93,67,2,1,1439,-3.7330229781568,40.208107484784
"3418",279.77,41,6,1,6871,-3.47607354689389,40.2295472122962
"3419",258.37,20,2,1,1802,-3.86717701375019,40.5319460571511
"3420",271.17,23,2,1,719,-3.71492197467014,40.6357019343879
"3421",195.31,82,4,1,8150,-3.7126333495602,40.3901302358601
"3422",337.95,69,2,0,1000,-3.64504776031245,40.5795548316557
"3423",240.13,19,3,0,670,-3.43845839411952,40.2107808578759
"3424",192.9,40,7,0,3563,-3.76494196637068,40.4024547196925
"3425",351.94,23,1,0,1007,-3.79311029296368,40.6648668349255
"3426",318.1,30,8,1,2063,-3.72293919753283,40.2382446349831
"3427",242.17,52,4,1,788,-3.82059549491387,40.5232245569816
"3428",262.44,38,3,1,676,-3.57376602790318,40.4564974986017
"3429",313.63,33,3,1,482,-3.8959273309214,40.4899209257448
"3430",272.73,22,1,0,1252,-3.60587768300902,40.4150803382974
"3431",364.47,61,0,1,739,-3.85135946944356,40.5627536168788
"3432",361.88,62,2,0,988,-3.6340001311386,40.5500907782
"3433",219.86,45,5,0,766,-3.69096664162353,40.6691077470779
"3434",219.08,68,4,0,1784,-3.84941136124544,40.4278226211201
"3435",297.32,70,2,0,1146,-3.58070378026459,40.5745261526201
"3436",253.14,42,4,1,1361,-3.49641948656645,40.2137560473522
"3437",206.02,33,5,1,584,-3.49980185097083,40.6237768955063
"3438",306.4,66,4,1,1623,-3.78526791613549,40.4077036513947
"3439",379.07,53,1,0,1629,-3.4306326035643,40.4796819242649
"3440",339.1,38,1,0,505,-3.83809185561258,40.5695133385481
"3441",272.57,20,6,1,1707,-3.71193996756338,40.6569978141226
"3442",374.3,57,4,0,1295,-3.64019938649144,40.2772602818906
"3443",338.1,46,0,0,932,-3.54451418968383,40.5824688765453
"3444",352.68,41,1,1,958,-3.52117573746946,40.4512945443159
"3445",322.1,76,2,0,963,-3.88067729605827,40.2398924365873
"3446",317.71,43,4,0,1409,-3.83460240843706,40.5171313365456
"3447",313.94,51,7,0,1045,-3.86320188452955,40.2935314865783
"3448",277.31,56,7,0,1560,-3.50329028707929,40.3774367539911
"3449",366.45,33,1,0,1624,-3.62177777357865,40.3219587590313
"3450",238.33,72,2,0,880,-3.60496698340867,40.5359014199814
"3451",273.49,43,5,0,898,-3.40060132343788,40.615248706704
"3452",417.17,60,0,0,670,-3.7808805893641,40.6532217145897
"3453",240.4,19,3,0,515,-3.40364152784459,40.4159075462259
"3454",314.49,31,4,0,822,-3.64620967416558,40.5198402075795
"3455",301.24,40,5,1,1641,-3.46588678888511,40.4071826271713
"3456",205.01,14,4,0,305,-3.56619045159314,40.2311472871108
"3457",356.51,52,3,1,860,-3.61070721419528,40.5931805316824
"3458",202.89,13,3,0,2195,-3.67960866095964,40.5392256463412
"3459",427.07,51,4,1,1551,-3.61642601781059,40.2996062854538
"3460",309.36,22,4,1,7625,-3.44659697471652,40.2355297549395
"3461",301.75,45,6,0,972,-3.64750334303826,40.2145066012628
"3462",366.99,53,2,1,1349,-3.73505406603217,40.5684376693564
"3463",219.16,27,4,0,1303,-3.40974525231868,40.4609460308449
"3464",439.06,46,0,1,1961,-3.66111424923874,40.3763270556694
"3465",356.97,28,1,1,2366,-3.54489126112312,40.3972934856312
"3466",421.88,50,1,0,1460,-3.62373449173756,40.2626326320926
"3467",328.11,41,5,1,806,-3.75842564306222,40.5915212211432
"3468",289.62,64,2,0,3126,-3.8810192596633,40.673818786093
"3469",330.48,42,0,0,1181,-3.5085621699458,40.3518472804455
"3470",281.34,21,3,0,440,-3.72421491038986,40.3173324980773
"3471",395.46,33,0,0,4528,-3.68890217468143,40.6596326543251
"3472",187.64,26,5,1,557,-3.70941305449232,40.2626199784456
"3473",300.13,33,1,1,837,-3.5643522294471,40.5154459104408
"3474",339.51,37,2,0,1728,-3.77818494485691,40.2936864475952
"3475",353.69,43,3,1,871,-3.43668583591934,40.4050822640304
"3476",392.54,42,3,0,6384,-3.74653425076976,40.2344517003978
"3477",373.96,53,4,0,1800,-3.83683478108142,40.6371112028603
"3478",286.2,70,3,1,4140,-3.57666582332458,40.2297762368573
"3479",376.35,60,5,0,853,-3.61975757728796,40.2966334362747
"3480",173.28,77,4,0,1007,-3.68201104700565,40.3112800863339
"3481",392.44,54,3,1,2054,-3.88200146562885,40.4430259762332
"3482",329.84,44,4,1,1036,-3.77431333167478,40.3831649792148
"3483",246.98,21,5,0,1589,-3.6232245481573,40.5587779003428
"3484",290.12,55,4,0,2335,-3.53177303294651,40.6747435512254
"3485",374.69,44,3,0,1197,-3.80539903461467,40.6165943980916
"3486",300.96,44,3,1,763,-3.51454343819059,40.4770996019244
"3487",299.72,46,4,0,1373,-3.58483153567649,40.5478529967833
"3488",307.55,58,3,0,810,-3.79034990069922,40.2059763387544
"3489",309.22,36,1,1,3285,-3.72497345493175,40.5374186981237
"3490",288.55,26,5,0,384,-3.53188137917314,40.6974544889992
"3491",383.55,37,2,0,3181,-3.4827013833914,40.2864943492925
"3492",100.64,24,6,1,371,-3.87533940314315,40.2289486204274
"3493",330.76,23,3,1,1470,-3.73805670868605,40.2821554781869
"3494",353.46,44,1,0,1425,-3.56859862557612,40.3575704587158
"3495",321.74,40,4,0,932,-3.74899859409779,40.3172733786516
"3496",304.62,23,3,0,1291,-3.65068275211379,40.2427170227049
"3497",201.05,37,2,0,601,-3.45832387052942,40.6853359769331
"3498",333.44,34,3,1,1915,-3.73061922807246,40.679360322468
"3499",328.98,68,1,0,905,-3.83047536350787,40.3075873988448
"3500",399.08,57,2,0,1682,-3.7809803603217,40.3868203893537
"3501",250.24,71,4,0,2855,-3.72757408893667,40.6148786582518
"3502",319.39,44,4,0,1278,-3.61928930131253,40.6289817747194
"3503",256.75,34,4,0,1674,-3.53172029331326,40.5013998568058
"3504",369.63,41,2,1,771,-3.69706659400836,40.3214725271566
"3505",326.09,67,5,0,1694,-3.44135579697322,40.3898018490756
"3506",300.54,35,1,0,1165,-3.55122861089185,40.5030675225891
"3507",387.03,33,2,0,1838,-3.77400388868991,40.5641606008168
"3508",242.45,24,6,0,634,-3.77897995964158,40.5033104776405
"3509",347.71,43,3,1,1475,-3.59745224667713,40.2844975761138
"3510",363.31,50,0,0,1201,-3.49180520568043,40.5389906816883
"3511",251.31,44,2,1,668,-3.83489673489239,40.3785672825063
"3512",281.38,28,6,0,1041,-3.73901377115399,40.2113357686205
"3513",256.22,26,4,0,1059,-3.63475506377872,40.4021224495256
"3514",321.8,13,2,0,1646,-3.8890756784007,40.4305016138125
"3515",289.37,40,2,0,1290,-3.73971560525242,40.5388871693751
"3516",396.06,43,1,0,3791,-3.8403055976145,40.6424978975439
"3517",279.79,36,1,1,1271,-3.44171300015878,40.652021303121
"3518",265.37,48,4,0,1597,-3.82738881404512,40.2100514026126
"3519",269.02,32,4,0,1643,-3.80354720177129,40.2811754665338
"3520",392.08,64,1,1,2638,-3.69094847268425,40.2062068611151
"3521",229.34,22,5,0,1357,-3.41111876813229,40.2440732790157
"3522",435.42,31,0,0,5103,-3.64429358018097,40.39955205312
"3523",363.34,50,4,0,1274,-3.87486295667477,40.2396967557026
"3524",340.52,60,2,0,977,-3.81391514998395,40.6876396729378
"3525",205.94,14,5,1,197,-3.48596440241672,40.5810954559594
"3526",455.63,46,2,0,1949,-3.68575641522184,40.3166000603698
"3527",261.54,60,7,1,1150,-3.53011656678282,40.467208108562
"3528",344,37,3,0,673,-3.67608064864762,40.2498251441168
"3529",287.45,49,2,0,1760,-3.41658769301139,40.680447299662
"3530",330.61,61,4,1,1086,-3.57778666084632,40.3076780916192
"3531",281.86,8,2,0,476,-3.87229310078546,40.3893624358345
"3532",365.11,36,0,1,3182,-3.81151941567659,40.4938270018203
"3533",412.38,48,2,0,1674,-3.54079566369764,40.5274893502239
"3534",135.01,21,4,1,3182,-3.43599472157657,40.6652054414619
"3535",326.67,36,2,0,809,-3.62496020188555,40.6046110843774
"3536",443.57,41,3,0,1521,-3.46913112697657,40.3194427205483
"3537",321.53,32,2,0,993,-3.84796312600374,40.6755057531875
"3538",99.23,8,4,0,873,-3.52712833902333,40.603279138729
"3539",269.5,36,6,1,2896,-3.40430923956446,40.2210200534202
"3540",380.13,46,1,0,776,-3.87495528380387,40.3372890674975
"3541",316.96,51,4,0,2998,-3.89574667785782,40.3633044590708
"3542",372.63,38,2,0,1463,-3.53909657590557,40.2071765619796
"3543",367.67,52,0,1,1580,-3.89043963034637,40.3805917109596
"3544",407.86,59,1,1,1632,-3.88982116754632,40.3534157193964
"3545",289.48,43,4,0,725,-3.84602875015698,40.6691089488333
"3546",306.96,51,5,0,1717,-3.83683614628389,40.6732649645302
"3547",403.2,49,1,0,679,-3.75340220388025,40.6803820939269
"3548",386.01,44,1,0,682,-3.79027559605893,40.5928297592793
"3549",387.63,56,4,1,1545,-3.75574101947714,40.3053161071613
"3550",135.42,-18,4,0,242,-3.75940602747723,40.2745698066894
"3551",376.82,47,2,0,1566,-3.64516671849415,40.6105669410201
"3552",373.78,43,2,1,1885,-3.88525468935259,40.5295056892093
"3553",314.76,39,1,0,793,-3.6192313548876,40.4613700823858
"3554",427.75,50,0,0,2380,-3.49725760982838,40.3471216516802
"3555",440.69,51,1,1,2594,-3.41590036752168,40.3018108507851
"3556",268.74,65,4,1,2174,-3.75320191911887,40.466590586747
"3557",273.29,37,7,0,1313,-3.69919913609046,40.5166221373249
"3558",340.47,38,5,0,577,-3.78983083551284,40.2067670865683
"3559",325.55,56,2,0,738,-3.75182002163492,40.5399619796546
"3560",280.68,27,6,0,3061,-3.7941817212617,40.5885634146864
"3561",381.79,32,2,0,1082,-3.60261050062254,40.313996983855
"3562",340.21,32,1,0,827,-3.8097323725,40.6732114423532
"3563",217.64,28,5,0,1361,-3.49440775378607,40.2786157248076
"3564",270.37,39,1,1,869,-3.71442404573318,40.2870648922864
"3565",242.16,21,2,0,441,-3.75673097614199,40.3935164033202
"3566",349.7,54,6,0,3161,-3.61428508381359,40.6287119270302
"3567",399.51,36,4,0,2357,-3.43407052741386,40.2728128375486
"3568",433.4,55,2,0,3679,-3.57603971168865,40.3744507353287
"3569",368.39,37,4,1,593,-3.787708967668,40.217414325499
"3570",356.41,72,3,1,3152,-3.6944332921179,40.2561013178667
"3571",333.55,31,0,1,550,-3.80406142477877,40.4229376436444
"3572",412.36,50,3,0,2993,-3.57370031122118,40.6903326076455
"3573",350.64,55,7,0,876,-3.51711834813468,40.2750350333983
"3574",371.96,39,2,1,1337,-3.4668682937976,40.4969448869117
"3575",281.21,30,6,0,2592,-3.44733242781367,40.3899328321451
"3576",258.18,49,6,0,1266,-3.76842336866539,40.3639947077492
"3577",281.47,70,2,0,989,-3.79907798613422,40.284627020522
"3578",335.67,24,1,0,4497,-3.88741421755403,40.2768122822046
"3579",218.41,70,7,0,804,-3.42163548418321,40.512670412939
"3580",337.2,32,2,1,3911,-3.82456968734041,40.5927259702468
"3581",246.13,30,7,0,2410,-3.70361158377491,40.6447954357602
"3582",425.02,59,4,0,2114,-3.53427368865814,40.6283897266723
"3583",358.66,45,0,1,1403,-3.7983653819887,40.4474243576871
"3584",218.77,38,3,0,1352,-3.43167356189806,40.6614491257817
"3585",337.18,54,2,0,1954,-3.47316875376273,40.3719733356731
"3586",431.8,54,4,0,5950,-3.55001258661505,40.2163902606582
"3587",208.67,76,3,0,973,-3.55296375576872,40.3581540913321
"3588",232.5,43,7,0,659,-3.61981675794814,40.2052902732277
"3589",294.21,63,4,0,1997,-3.64230296618771,40.6276758251945
"3590",303.16,63,4,0,2038,-3.72005962484982,40.410943736136
"3591",305.94,65,3,0,886,-3.42289311098866,40.2538855118211
"3592",287.7,70,4,0,1204,-3.6900073369965,40.2910419134889
"3593",261.7,39,2,1,903,-3.84718665245455,40.3917072649812
"3594",416.84,61,4,0,5183,-3.48632794162258,40.4161291099619
"3595",210.68,11,3,1,1536,-3.68903304541018,40.2392233987805
"3596",319.98,54,7,0,823,-3.67248813712504,40.6660366983153
"3597",256.12,28,7,1,567,-3.6577984391246,40.4435185521608
"3598",306.81,25,2,1,1593,-3.71402988021728,40.2694990461925
"3599",366.54,56,5,0,4726,-3.56278443287592,40.397599445004
"3600",355.81,44,3,0,2641,-3.59081691955216,40.4240312194917
"3601",364.69,45,0,1,616,-3.67731967240106,40.3827072498854
"3602",165.41,6,3,0,1113,-3.55986427443568,40.6697110601701
"3603",282.75,41,3,0,949,-3.592060886533,40.6632145952201
"3604",392.83,60,5,1,1543,-3.57259104328696,40.2692450149218
"3605",265.81,24,6,0,563,-3.70028532235883,40.3323952004313
"3606",293.37,59,6,0,667,-3.64696015403606,40.3095158917597
"3607",374.48,52,3,0,1005,-3.48764426095877,40.5539534538286
"3608",369.15,42,3,0,4997,-3.43299305576365,40.3907351328991
"3609",417.4,53,1,0,808,-3.68788997803349,40.5984700964065
"3610",348.43,49,4,0,4484,-3.64819512758404,40.5352871633833
"3611",383,53,3,0,5518,-3.89482681113295,40.2339351787698
"3612",430.32,51,2,1,2184,-3.87529268427752,40.4323572543683
"3613",398.7,48,1,0,733,-3.66184174825903,40.2221076097805
"3614",336.03,66,5,0,1403,-3.43040344757028,40.3227802191861
"3615",343.2,45,4,0,783,-3.67284716954455,40.2639399152715
"3616",269.53,69,5,0,1281,-3.51719189153519,40.2338502798695
"3617",233.28,48,6,1,882,-3.53600763527211,40.2421376908198
"3618",340.64,37,2,0,812,-3.89619891040493,40.2813049476128
"3619",287.8,30,4,0,2337,-3.61950834151357,40.649578021653
"3620",298.95,61,3,1,3891,-3.46921729701571,40.4816959158517
"3621",289.17,36,2,0,927,-3.52322024034802,40.6252754843328
"3622",242.25,50,2,1,662,-3.77519123964012,40.3889648307115
"3623",356.2,54,5,1,7134,-3.846197787649,40.3794044343988
"3624",286.64,41,2,0,550,-3.71549025105778,40.2484949076781
"3625",397.66,60,0,0,1336,-3.83740049737971,40.4354220004054
"3626",381.16,50,4,0,3655,-3.725535352109,40.3361565878615
"3627",336.06,39,3,1,2241,-3.5352959878277,40.2365069733234
"3628",339.4,50,4,0,1079,-3.41362645090558,40.52700543385
"3629",266.76,30,4,0,1456,-3.69038269422017,40.5018056127476
"3630",322.8,55,2,1,8777,-3.4779559626244,40.2940121419262
"3631",315.34,40,3,1,1084,-3.79763985527679,40.630252213846
